year,month,state,primary.mode,etiology,serotype.or.genotype,etiology.status,setting,illnesses,hospitalizations,deaths,food.vehicle,food.contaminated.ingredient,ifsac.category,water.exposure,water.type,water.status
2010,11,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,5,0,0,NA,NA,NA,NA,NA,NA
2010,11,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,3,0,0,NA,NA,NA,NA,NA,NA
2010,6,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,13,0,0,NA,NA,NA,NA,NA,NA
2010,9,Wisconsin,Person-to-person,NA,NA,NA,School/college/university,18,0,0,NA,NA,NA,NA,NA,NA
2010,11,Illinois,Food,NA,NA,NA,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,NA,NA,NA,NA,NA,NA
2010,7,Illinois,Food,NA,NA,NA,Banquet Facility (food prepared and served on-site),15,0,0,NA,NA,NA,NA,NA,NA
2010,10,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,31,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,16,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,15,0,0,NA,NA,NA,NA,NA,NA
2010,11,Iowa,Person-to-person,NA,NA,NA,NA,30,3,0,NA,NA,NA,NA,NA,NA
2010,12,Illinois,Food,staphylococcus,NA,confirmed,Caterer (food prepared off-site from where served),9,0,0,"cake, chocolate",NA,Multiple,NA,NA,NA
2010,12,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,9,0,0,NA,NA,NA,NA,NA,NA
2010,12,Illinois,Food,e. coli,O157:H7,confirmed,Restaurant - Sit-down dining,3,1,0,NA,NA,NA,NA,NA,NA
2010,12,Illinois,Food,staphylococcus,NA,confirmed,Other,10,0,0,cake,NA,Multiple,NA,NA,NA
2010,12,Illinois,Food,NA,NA,NA,Private home/residence; Caterer (food prepared off-site from where served); Grocery store,7,0,0,NA,NA,NA,NA,NA,NA
2010,2,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,13,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,22,0,0,NA,NA,NA,NA,NA,NA
2010,12,Illinois,Food,shigella,NA,confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,"Other, specify",11,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,15,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,27,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,38,1,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,37,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,NA,14,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,5,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Hospital,13,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,12,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,rotavirus,unknown,confirmed,Long-term care/nursing home/assisted living facility,96,7,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,clostridium,unknown, confirmed,Long-term care/nursing home/assisted living facility,96,7,0,NA,NA,NA,NA,NA,NA
2010,11,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,32,0,0,NA,NA,NA,NA,NA,NA
2010,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,12,0,0,NA,NA,NA,NA,NA,NA
2010,10,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,76,1,0,NA,NA,NA,NA,NA,NA
2010,9,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,27,4,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,31,0,0,NA,NA,NA,NA,NA,NA
2011,1,Illinois,Food,salmonella,Infantis,confirmed,NA,29,3,0,NA,NA,NA,NA,NA,NA
2011,1,Iowa,Person-to-person,NA,NA,NA,NA,7,0,0,NA,NA,NA,NA,NA,NA
2011,1,Iowa,Person-to-person,NA,NA,NA,Other healthcare facility,17,0,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,7,0,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,18,0,0,NA,NA,NA,NA,NA,NA
2011,2,Illinois,Food,NA,NA,NA,Grocery store,2,0,0,"sandwich, wrap",NA,Multiple,NA,NA,NA
2011,2,Illinois,Food,clostridium,NA,confirmed,Restaurant - Sit-down dining,30,0,0,"chicken, bbq",chicken,Chicken,NA,NA,NA
2011,2,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,22,0,0,NA,NA,NA,NA,NA,NA
2011,2,Illinois,Food,NA,NA,NA,Private home/residence; Grocery store,13,NA,0,"deli meat, multiple; bread, unspecified",NA,Multiple,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,NA,66,4,1,NA,NA,NA,NA,NA,NA
2011,2,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,13,0,0,NA,NA,NA,NA,NA,NA
2011,2,Wisconsin,Person-to-person,NA,NA,NA,NA,39,2,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,91,0,0,NA,NA,NA,NA,NA,NA
2011,3,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,8,0,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,53,0,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,49,1,0,NA,NA,NA,NA,NA,NA
2011,3,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,2,0,0,NA,NA,NA,NA,NA,NA
2011,2,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,8,2,0,NA,NA,NA,NA,NA,NA
2011,2,Iowa,Person-to-person,NA,NA,NA,School/college/university,34,0,0,NA,NA,NA,NA,NA,NA
2011,3,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,6,0,0,NA,NA,NA,NA,NA,NA
2011,3,Iowa,Person-to-person,rotavirus,NA,confirmed,Child day care,16,1,0,NA,NA,NA,NA,NA,NA
2011,4,Iowa,Animal Contact,cryptosporidium,NA,confirmed,Camp,20,0,0,NA,NA,NA,NA,NA,NA
2011,4,Iowa,Person-to-person,NA,NA,NA,Restaurant,12,0,0,NA,NA,NA,NA,NA,NA
2011,3,Iowa,Person-to-person,NA,NA,NA,Restaurant,4,0,0,NA,NA,NA,NA,NA,NA
2011,4,Illinois,Food,salmonella,Typhimurium,confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",36,3,0,multiple salads,NA,Unclassifiable,NA,NA,NA
2011,5,Illinois,Food,NA,NA,NA,NA,11,0,0,NA,NA,NA,NA,NA,NA
2011,5,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,6,0,0,NA,NA,NA,NA,NA,NA
2011,5,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,4,0,0,"sandwich, roast beef",NA,Multiple,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,46,4,0,NA,NA,NA,NA,NA,NA
2011,6,Iowa,Food,NA,NA,NA,NA,11,0,0,NA,NA,NA,NA,NA,NA
2011,6,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,13,0,0,NA,NA,NA,NA,NA,NA
2011,6,Illinois,Food,NA,NA,NA,Banquet Facility (food prepared and served on-site),2,0,0,NA,NA,NA,NA,NA,NA
2011,5,Wisconsin,Food,clostridium,NA,suspected,Private home/residence,12,0,0,"beef, roast with gravy",NA,Multiple,NA,NA,NA
2011,6,Wisconsin,Food,campylobacter,NA,confirmed,Other,16,1,0,"whole milk, unpasteurized",NA,Dairy,NA,NA,NA
2011,4,Wisconsin,Food,e. coli,O157:H7,confirmed,Private home/residence,13,3,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,16,0,0,NA,NA,NA,NA,NA,NA
2011,2,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,22,0,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,10,0,0,NA,NA,NA,NA,NA,NA
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,40,3,0,NA,NA,NA,NA,NA,NA
2011,7,Iowa,Food,NA,NA,NA,NA,10,0,0,NA,NA,NA,NA,NA,NA
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,17,0,0,NA,NA,NA,NA,NA,NA
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,13,1,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,5,0,0,NA,NA,NA,NA,NA,NA
2011,7,Illinois,Food,shigella,NA,confirmed,Private home/residence,10,1,0,NA,NA,NA,NA,NA,NA
2011,6,Illinois,Water,cryptosporidium,NA,confirmed,Park - Community/Municipal,23,0,0,NA,NA,NA,Recreational water -- treated,Temporary Water Slide,Reviewed
2011,6,Illinois,Water,cryptosporidium,NA, confirmed,Park - Community/Municipal,23,0,0,NA,NA,NA,Recreational water -- treated,Temporary Water Slide,Reviewed
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,26,6,1,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,13,1,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,9,0,0,NA,NA,NA,NA,NA,NA
2011,2,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,11,0,0,NA,NA,NA,NA,NA,NA
2011,8,Illinois,Food,NA,NA,NA,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),12,0,0,NA,NA,NA,NA,NA,NA
2011,7,Wisconsin,Water,cryptosporidium,NA,confirmed,Community/Municipality,16,0,0,NA,NA,NA,Recreational water -- treated,Pool - Swimming Pool,Reviewed
2011,5,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,13,1,0,NA,NA,NA,NA,NA,NA
2011,9,Illinois,Food,salmonella,Typhimurium,confirmed,Private home/residence; Grocery store,12,3,0,"carnitas, unspecified",pork,Pork,NA,NA,NA
2011,9,Illinois,Food,salmonella,Enteritidis,confirmed,Restaurant - Sit-down dining,8,0,0,chicken,chicken,Chicken,NA,NA,NA
2011,9,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,3,0,0,NA,NA,NA,NA,NA,NA
2011,10,Illinois,Food,NA,NA,NA,Grocery store,48,0,0,birria; barbacoa,NA,Multiple,NA,NA,NA
2011,9,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,8,1,0,NA,NA,NA,NA,NA,NA
2011,7,Wisconsin,Water,e. coli,O111,confirmed,Beach - Public; Public Outdoor Area,4,0,0,NA,NA,NA,Recreational water -- untreated,Lake/Reservoir/Impoundment,Reviewed
2011,8,Wisconsin,Food,NA,NA,NA,Restaurant - Sit-down dining,23,0,0,pasta salad,NA,Multiple,NA,NA,NA
2011,7,Wisconsin,Indeterminate/Other/Unknown,e. coli,O157:H7,confirmed,"Other, specify",19,5,1,NA,NA,NA,NA,NA,NA
2011,8,Wisconsin,Indeterminate/Other/Unknown,e. coli,O157:H7,confirmed,NA,14,1,0,NA,NA,NA,NA,NA,NA
2011,10,Iowa,Person-to-person,NA,NA,NA,Private home/residence,14,0,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Food,cryptosporidium,O111; O26,confirmed,NA,12,0,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Food,e. coli,O111; O26, suspected,NA,12,0,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Food,e. coli,O111; O26, suspected,NA,12,0,0,NA,NA,NA,NA,NA,NA
2011,10,Iowa,Food,salmonella,Lagos,confirmed,Private home/residence,7,0,0,NA,NA,NA,NA,NA,NA
2011,4,Iowa,Food,clostridium,NA,confirmed,NA,12,0,0,NA,NA,NA,NA,NA,NA
2011,11,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,10,0,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,16,0,0,NA,NA,NA,NA,NA,NA
2011,10,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,5,0,0,NA,NA,NA,NA,NA,NA
2011,11,Illinois,Food,staphylococcus,NA,confirmed,Other,6,0,0,"cake, black and white, with filling and icing",NA,Multiple,NA,NA,NA
2011,11,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,7,0,0,NA,NA,NA,NA,NA,NA
2011,11,Iowa,Person-to-person,NA,NA,NA,Office/indoor workplace,7,0,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,9,0,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,24,0,0,NA,NA,NA,NA,NA,NA
2011,7,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,13,0,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,16,1,1,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,15,3,0,NA,NA,NA,NA,NA,NA
2011,11,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,9,0,0,NA,NA,NA,NA,NA,NA
2011,11,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,9,0,0,NA,NA,NA,NA,NA,NA
2011,10,Iowa,Person-to-person,NA,NA,NA,Restaurant,4,0,0,NA,NA,NA,NA,NA,NA
2011,11,Iowa,Person-to-person,NA,NA,NA,School/college/university,66,0,0,NA,NA,NA,NA,NA,NA
2011,11,Iowa,Person-to-person,NA,NA,NA,Restaurant,7,0,0,NA,NA,NA,NA,NA,NA
2011,12,Illinois,Food,NA,NA,NA,NA,20,0,0,cabbage,cabbage,Vegetable Row Crops,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,8,0,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,95,1,0,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,9,0,0,NA,NA,NA,NA,NA,NA
2011,11,Wisconsin,Person-to-person,astrovirus,NA,confirmed,Child day care,13,0,0,NA,NA,NA,NA,NA,NA
2011,12,Iowa,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,24,0,0,NA,NA,NA,NA,NA,NA
2011,12,Iowa,Food,clostridium,NA,confirmed,NA,21,0,0,NA,NA,NA,NA,NA,NA
2011,12,Iowa,Person-to-person,NA,NA,NA,School/college/university,13,0,0,NA,NA,NA,NA,NA,NA
2011,12,Iowa,Person-to-person,NA,NA,NA,Restaurant,26,0,0,NA,NA,NA,NA,NA,NA
2011,12,Iowa,Person-to-person,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,12,0,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,12,0,0,NA,NA,NA,NA,NA,NA
2011,11,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,14,0,0,NA,NA,NA,NA,NA,NA
2011,12,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,11,0,0,NA,NA,NA,NA,NA,NA
2011,11,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,17,0,0,NA,NA,NA,NA,NA,NA
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,44,1,1,NA,NA,NA,NA,NA,NA
2011,3,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,25,0,0,NA,NA,NA,NA,NA,NA
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,18,1,0,NA,NA,NA,NA,NA,NA
2011,1,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,22,1,0,NA,NA,NA,NA,NA,NA
2011,8,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,5,1,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,11,0,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,7,0,0,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,33,1,0,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,4,0,0,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,36,1,0,NA,NA,NA,NA,NA,NA
2011,4,Illinois,Animal Contact,cryptosporidium,NA,confirmed,Other (specify),6,0,0,NA,NA,NA,NA,NA,NA
2011,8,Illinois,Water,giardia duodenalis,unknown,confirmed,Club (Requires Membership),10,0,0,NA,NA,NA,Recreational water -- untreated,Lake/Reservoir/Impoundment,Reviewed
2011,4,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,7,0,0,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,24,0,0,NA,NA,NA,NA,NA,NA
2011,11,Wisconsin,Food,NA,NA,NA,Private home/residence,18,1,0,NA,NA,NA,NA,NA,NA
2011,9,Wisconsin,Food,salmonella,Muenchen,confirmed,Restaurant - Sit-down dining,20,1,0,"pork, carnitas",NA,Multiple,NA,NA,NA
2011,10,Wisconsin,Animal Contact,e. coli,O103; O157:H7,confirmed,Petting zoo,6,3,0,NA,NA,NA,NA,NA,NA
2011,10,Wisconsin,Animal Contact,e. coli,O103; O157:H7, confirmed,Petting zoo,6,3,0,NA,NA,NA,NA,NA,NA
2011,10,Wisconsin,Food,e. coli,O157:H7,confirmed,Restaurant - Sit-down dining,4,1,0,NA,NA,NA,NA,NA,NA
2011,11,Wisconsin,Person-to-person,rotavirus,unknown,suspected,Long-term care/nursing home/assisted living facility,205,4,1,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,11,0,0,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,13,1,0,NA,NA,NA,NA,NA,NA
2011,3,Illinois,Person-to-person,salmonella,Typhi,confirmed,NA,4,3,0,NA,NA,NA,NA,NA,NA
2011,12,Wisconsin,Person-to-person,e. coli,O157:H7,confirmed,Child day care,2,1,0,NA,NA,NA,NA,NA,NA
2012,1,Illinois,Food,NA,NA,NA,Other,7,0,0,cotton candy,NA,Oils-Sugars,NA,NA,NA
2012,1,Iowa,Person-to-person,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA
2012,1,Iowa,Person-to-person,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA
2012,1,Iowa,Person-to-person,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA
2012,1,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining; Private home/residence; Other,10,0,0,NA,NA,NA,NA,NA,NA
2012,2,Iowa,Food,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA
2012,2,Illinois,Food,salmonella,Oranienburg,confirmed,Restaurant - Sit-down dining,3,0,0,NA,NA,NA,NA,NA,NA
2012,3,Illinois,Food,scombroid toxin,NA,confirmed,Restaurant - Sit-down dining,2,0,0,"salmon, unspecified",NA,Fish,NA,NA,NA
2012,2,Iowa,Person-to-person,NA,NA,NA,School/college/university,62,0,0,NA,NA,NA,NA,NA,NA
2012,2,Iowa,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,74,1,0,NA,NA,NA,NA,NA,NA
2012,3,Iowa,Person-to-person,NA,NA,NA,Restaurant,13,0,0,NA,NA,NA,NA,NA,NA
2012,4,Illinois,Food,NA,NA,NA,Restaurant - other or unknown type; Private home/residence; Grocery store,16,0,0,NA,NA,NA,NA,NA,NA
2012,3,Illinois,Food,NA,NA,NA,Banquet Facility (food prepared and served on-site),4,0,0,NA,NA,NA,NA,NA,NA
2012,5,Illinois,Food,NA,NA,NA,Caterer (food prepared off-site from where served),13,0,0,NA,NA,NA,NA,NA,NA
2012,2,Illinois,Animal Contact,cryptosporidium,NA,confirmed,Other (specify),4,0,0,NA,NA,NA,NA,NA,NA
2012,6,Illinois,Food,salmonella,Utah,suspected,Private home/residence,8,2,0,chicken; lettuce based salads,NA,Multiple,NA,NA,NA
2012,6,Iowa,Food,salmonella,"I 4,[5],12:i:-",confirmed,Private home/residence,17,5,0,"pork, carnitas",NA,Multiple,NA,NA,NA
2012,6,Iowa,Indeterminate/Other/Unknown,NA,NA,NA,NA,9,0,0,NA,NA,NA,NA,NA,NA
2012,6,Iowa,Food,campylobacter,NA,confirmed,Other,5,0,0,"milk, whole milk unpasteurized",NA,Dairy,NA,NA,NA
2012,7,Iowa,Food,salmonella,Blockley,confirmed,NA,4,1,0,NA,NA,NA,NA,NA,NA
2012,4,Wisconsin,Food,clostridium,NA,confirmed,Restaurant - Sit-down dining,7,0,0,refried beans and rice,NA,Multiple,NA,NA,NA
2012,7,Illinois,Water,e. coli,O111,confirmed,Beach - Private,7,0,0,NA,NA,NA,Recreational water -- untreated,Lake/Reservoir/Impoundment,Reviewed
2012,8,Iowa,Person-to-person,NA,NA,NA,Private home/residence,16,0,0,NA,NA,NA,NA,NA,NA
2012,5,Wisconsin,Water,legionella,serogroup 1,confirmed,Factory/Industrial Facility,2,2,0,NA,NA,NA,Other/Environmental water,Other,Reviewed
2012,7,Illinois,Food,salmonella,Wimborne,confirmed,Restaurant - Sit-down dining,2,1,0,NA,NA,NA,NA,NA,NA
2012,8,Iowa,Water,cryptosporidium,NA,confirmed,Park - Community/Municipal,24,0,0,NA,NA,NA,Recreational water -- treated,"Pool - Kiddie/Wading, Public",Reviewed
2012,7,Illinois,Food,salmonella,Agona,confirmed,Private home/residence; Caterer (food prepared off-site from where served),10,0,0,NA,NA,NA,NA,NA,NA
2012,6,Iowa,Food,campylobacter,NA,confirmed,Caterer (food prepared off-site from where served),3,1,0,NA,NA,NA,NA,NA,NA
2012,8,Iowa,Person-to-person,NA,NA,NA,NA,8,0,0,NA,NA,NA,NA,NA,NA
2012,7,Illinois,Water,avian schistosomes,NA,suspected,Beach - Nonspecific,4,1,0,NA,NA,NA,Recreational water -- untreated,Lake/Reservoir/Impoundment,Reviewed
2012,8,Illinois,Water,legionella,NA,suspected,Hotel/Motel/Lodge/Inn,40,0,0,NA,NA,NA,Other/Environmental water,Fountain - Ornamental,Reviewed
2012,7,Illinois,Water,legionella,serogroup 1; serogroup 1,confirmed,Hotel/Motel/Lodge/Inn,114,15,3,NA,NA,NA,Other/Environmental water,Fountain - Ornamental,Reviewed
2012,7,Illinois,Water,legionella,serogroup 1; serogroup 1, confirmed,Hotel/Motel/Lodge/Inn,114,15,3,NA,NA,NA,Other/Environmental water,Fountain - Ornamental,Reviewed
2012,7,Illinois,Water,adenovirus,NA,confirmed,Beach - Private,32,1,0,NA,NA,NA,Recreational water -- untreated,Lake/Reservoir/Impoundment,Reviewed
2012,7,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,2,1,0,NA,NA,NA,NA,NA,NA
2012,5,Iowa,Food,salmonella,Thompson,confirmed,NA,6,1,0,NA,NA,NA,NA,NA,NA
2012,8,Illinois,Food,salmonella,"I 4,[5],12:i:-",confirmed,Restaurant - Sit-down dining,17,1,0,NA,NA,NA,NA,NA,NA
2012,10,Iowa,Person-to-person,NA,NA,NA,Restaurant,7,0,0,NA,NA,NA,NA,NA,NA
2012,9,Illinois,Food,salmonella,Enteritidis,confirmed,Other,17,1,0,NA,NA,NA,NA,NA,NA
2012,10,Iowa,Person-to-person,NA,NA,NA,School/college/university,18,0,0,NA,NA,NA,NA,NA,NA
2012,10,Illinois,Food,NA,NA,NA,Restaurant - Sit-down dining,11,0,0,NA,NA,NA,NA,NA,NA
2012,10,Iowa,Person-to-person,NA,NA,NA,NA,6,0,0,NA,NA,NA,NA,NA,NA
2012,8,Iowa,Person-to-person,e. coli,O157:H7,confirmed,Camp,4,0,0,NA,NA,NA,NA,NA,NA
2012,4,Wisconsin,Food,clostridium,NA,confirmed,Banquet Facility (food prepared and served on-site),22,2,0,NA,NA,NA,NA,NA,NA
2012,10,Illinois,Food,salmonella,Stanley; Stanley,confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,3,0,NA,NA,NA,NA,NA,NA
2012,10,Illinois,Food,salmonella,Stanley; Stanley, confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,3,0,NA,NA,NA,NA,NA,NA
2012,11,Iowa,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,27,0,0,NA,NA,NA,NA,NA,NA
2012,11,Illinois,Food,salmonella,Heidelberg,confirmed,Private home/residence; Caterer (food prepared off-site from where served); Grocery store,16,3,0,NA,NA,NA,NA,NA,NA
2012,11,Illinois,Food,clostridium,NA,confirmed,Grocery store,20,0,0,"goat, stew",NA,Multiple,NA,NA,NA
2012,11,Wisconsin,Food,NA,NA,NA,Banquet Facility (food prepared and served on-site),18,0,0,french fries,NA,Root/Underground,NA,NA,NA
2012,12,Iowa,Person-to-person,NA,NA,NA,Long-term care/nursing home/assisted living facility,16,0,0,NA,NA,NA,NA,NA,NA
2012,12,Iowa,Person-to-person,NA,NA,NA,"Other, specify",12,0,0,NA,NA,NA,NA,NA,NA
